FIELDID,Crop_type,Crop_num,Median,Mean,Std,Start,End,Coverage,Year,week,chirps_mean_prec,chirps_sum_prec,chirps_max_prec,chirps_min_prec,chirps_std_prec,chirps_cnt_prec,RSM_mean,RSM_min,RSM_max,era5_temp2m,era5_temp2mmin,era5_temp2max,era5_totprec,era5_rh,era5_swi,era5_evaporation_from_bare_soil_sum,veg_mean_evi,veg_mean_lai,veg_mean_pvr,veg_mean_msi,veg_mean_ndvi,veg_median_evi,veg_median_lai,veg_median_pvr,veg_median_msi,veg_median_ndvi,veg_max_evi,veg_max_lai,veg_max_pvr,veg_max_msi,veg_max_ndvi,veg_min_evi,veg_min_lai,veg_min_pvr,veg_min_msi,veg_min_ndvi,veg_std_evi,veg_std_lai,veg_std_pvr,veg_std_msi,veg_std_ndvi,s1_vh,s1_vv,s1_angle,s1_sigma_vh_linear,s1_sigma_vv_linear,s1_p_ratio,s1_rvi,s1_rcspr,ndvi_delta1,evi_delta1,msi_delta1,lai_delta1,pvr_delta1
FS100098,Maize,0,4.33,4.04,1.91,23/08/2018,23/08/2018,78.08,2018,35,0.0,0.0,0.0,0.0,0.0,8,0.368796296,0.314,0.465,15.57764151,6.610138375,23.59633135,5.153137445,31.02132829,0.608590262,-0.000292973,0.338894522,0.388124186,0.054458756,1.434499348,0.139890599,0.340931867,0.389676047,0.050095524,1.435783838,0.140369959,0.617657529,0.700010724,0.132278487,1.769311666,0.226094723,0.229628052,0.298348308,0.011565151,1.151390076,0.115076922,0.043114793,0.028366298,0.020719219,0.088714665,0.007840326,-31.88417867,-16.93698858,41.18235058,0.000670114,0.020045318,0.02304214,0.11766417,0.941167915,-0.0071056114999999975,-0.05164775500000002,-0.015843068000000016,-0.02570810300000001,0.013141297499999998
FS100098,Maize,0,4.33,4.04,1.91,23/08/2018,23/08/2018,78.08,2018,36,3.072362185,7.951996242,3.072362185,3.072362185,0.0,8,0.332814815,0.279,0.433,12.71909748,2.510779681,22.84443054,0.006011236,26.25018196,0.608261199,-0.000235517,0.292274909,0.386847107,0.079529546,1.330778871,0.13953762,0.288096808,0.384714403,0.07860452,1.307009954,0.139180472,0.643592142,0.842333333,0.136208504,1.732781172,0.26543209,0.213801157,0.299761615,0.008494209,1.140243888,0.115467556,0.035059718,0.027099911,0.015442992,0.108339134,0.007490301,-32.3795713,-17.31300407,41.17944023,0.000548957,0.018777682,0.027338409,0.117465512,0.941267244,-0.00035297900000000326,-0.04661961299999995,-0.10372047699999998,-0.0012770789999999588,0.02507079000000001
FS100098,Maize,0,4.33,4.04,1.91,23/08/2018,23/08/2018,78.08,2018,38,5.140143394,13.30390055,5.140143394,5.140143394,0.0,8,0.312740741,0.261,0.414,21.63248396,12.63439331,30.7272583,0.751241323,26.60315067,0.590740295,-0.000193216,0.282263987,0.375715654,0.084824113,1.411356412,0.136460932,0.280099553,0.375920492,0.084185812,1.400467803,0.136493099,0.694311172,0.730441034,0.138001755,1.785423398,0.234505534,0.21350447,0.284155965,0.014925373,1.254013181,0.111154221,0.031168914,0.023160548,0.014373504,0.068617826,0.006401478,-32.63027819,-17.1883299,41.18138953,0.000547612,0.019301648,0.027365116,0.117098783,0.941450608,-0.001538343999999997,-0.005005461000000017,0.040288770500000015,-0.005565726500000007,0.0026472835
FS100098,Maize,0,4.33,4.04,1.91,23/08/2018,23/08/2018,78.08,2018,40,0.0,0.0,0.0,0.0,0.0,8,0.367611111,0.325,0.464,22.05806503,13.32920663,29.7610042,4.87638308,27.53887539,0.575059255,-0.000133852,0.307055159,0.355481015,0.06166215,1.516325409,0.130868163,0.302698913,0.354295148,0.061745733,1.51018551,0.130340482,0.807486631,0.726386399,0.097264439,1.770675182,0.233384848,0.241707944,0.253699535,0.006822262,1.205513835,0.10273619,0.034515527,0.023532127,0.01087833,0.059325583,0.006504181,-32.06175931,-16.59206799,41.1818887,0.000671065,0.021731913,0.027172963,0.117690944,0.941154528,-0.0027963844999999987,0.012395586000000014,0.05248449850000003,-0.0101173195,-0.011580981500000004
FS100098,Maize,0,4.33,4.04,1.91,23/08/2018,23/08/2018,78.08,2018,42,0.0,0.0,0.0,0.0,0.0,8,0.38587037,0.346,0.482,20.93518319,12.48372585,28.62377101,0.005137082,24.79750606,0.574036462,-0.000121726,0.261702076,0.347994303,0.087926261,1.494706832,0.128798868,0.260755535,0.346643334,0.087212696,1.489247113,0.128647552,0.621454358,0.643185509,0.122921616,1.712904453,0.210388482,0.211709079,0.276855776,0.029627047,1.358204126,0.109136477,0.02593871,0.022007888,0.01179292,0.053328432,0.006082888,-31.37525261,-16.31353464,41.18137922,0.000797363,0.023675096,0.02736031,0.116918098,0.941540951,-0.0010346474999999994,-0.022676541500000008,-0.010809288499999958,-0.0037433560000000032,0.013132055500000003
FS100098,Maize,0,4.33,4.04,1.91,23/08/2018,23/08/2018,78.08,2018,48,6.744929552,17.45746472,6.744929552,6.744929552,0.0,8,0.273555556,0.238,0.386,25.03547866,16.4755297,33.38610665,9.794569625,26.82714574,0.582525253,-0.000138446,0.269252212,0.345631491,0.077640949,1.597806907,0.127547261,0.274218295,0.38480842,0.092378964,1.620730346,0.137739623,1.0,0.793744917,0.162790701,2.438443184,0.252002478,-1.0,0.0,-0.067382231,0.991797924,-0.036484897,0.322403208,0.121401865,0.04677119,0.155390085,0.035517576,-31.87623626,-17.69480393,41.18384356,0.000673199,0.016829609,0.03898243,0.148191041,0.925904479,-0.00020860116666666928,0.0012583559999999976,0.017183345833333325,-0.00039380199999999865,-0.0017142186666666674
FS100098,Maize,0,4.33,4.04,1.91,23/08/2018,23/08/2018,78.08,2018,52,21.57696942,55.8462738,21.57696942,21.57696942,2.38e-07,8,0.213018519,0.179,0.327,22.88180867,17.72933132,29.21679731,21.33067818,60.17948132,0.664746602,-0.000733445,0.217823888,0.315277651,0.11888891,1.610183409,0.119756122,0.216775112,0.314568726,0.118691172,1.611480304,0.119631093,1.0,1.067688421,0.157952979,1.793285608,0.327719301,0.174868462,0.227444557,0.031905197,1.245947838,0.095479421,0.043698845,0.045070667,0.016072821,0.041557368,0.012457343,-28.31341469,-17.56379837,41.18041318,0.001528988,0.017336857,0.077119907,0.289981101,0.855009449,-0.0019477847499999972,-0.012857081,0.003094125499999989,-0.007588460000000005,0.01031199025
FS100098,Maize,0,1.72,1.72,0.74,18/09/2019,19/09/2019,74.26,2019,3,0.0,0.0,0.0,0.0,0.0,8,0.289777778,0.255,0.401,27.77234702,19.28302699,35.40554635,0.468327013,24.97996191,0.562759036,-2.44e-05,0.243844238,0.369423913,0.126775998,1.616454842,0.134721922,0.240308171,0.365198028,0.125443458,1.626685171,0.133278096,1.0,1.20344919,0.173457503,1.744320154,0.365243018,0.175556616,0.302721863,0.024945294,1.188781023,0.116285756,0.093582209,0.085481083,0.019773476,0.06872464,0.023626612,-32.88641888,-18.80467539,41.18431274,0.000546159,0.013432888,0.038676889,0.148355714,0.925822143,-0.005002378000000002,-0.01993996600000003,0.014604183999999965,-0.018098604000000018,0.004993630999999998
FS100098,Maize,0,1.72,1.72,0.74,18/09/2019,19/09/2019,74.26,2019,19,0.0,0.0,0.0,0.0,0.0,8,0.686740741,0.592,0.742,14.13446297,6.661311994,22.99151655,0.004708767,63.10627954,0.823172887,-0.001029835,0.963250719,1.893773949,0.01437458,0.737824779,0.556045868,1.0,2.05176663,0.002541692,0.682849007,0.600853212,1.0,2.418258541,0.141030192,1.348417997,0.701011181,-1.0,0.629628326,-0.045513652,0.509318769,0.206641331,0.189362361,0.456024945,0.041304556,0.185222883,0.126043379,-19.31853065,-12.93397291,41.17848013,0.01159667,0.050321476,0.226666704,0.756566046,0.621716977,0.026332746625,0.0449629050625,-0.0549143789375,0.09527187725,-0.007025088625
FS100098,Maize,0,1.72,1.72,0.74,18/09/2019,19/09/2019,74.26,2019,20,0.0,0.0,0.0,0.0,0.0,8,0.652740741,0.571,0.71,14.43690716,7.278785052,22.88083147,0.328291013,58.92334841,0.744794028,-0.000743882,0.689652303,1.674161046,0.005958193,0.805274319,0.495345783,1.0,1.824621318,-0.005448765,0.752000317,0.536384843,1.0,2.182096501,0.124060437,1.398672462,0.635737002,-1.0,0.588308752,-0.041998938,0.567909241,0.195220768,0.622227647,0.416008983,0.035449843,0.18883643,0.114983135,-19.68560009,-13.18775734,41.17945209,0.010866331,0.047366289,0.23420164,0.742755598,0.628622201,-0.060700085000000015,-0.273598416,0.06744954000000003,-0.21961290300000003,-0.008416387000000001
FS100098,Maize,0,1.72,1.72,0.74,18/09/2019,19/09/2019,74.26,2019,22,3.223531485,8.34325796,3.223531485,3.223531485,0.0,8,0.613907407,0.538,0.677,10.98080851,3.860825021,19.47735203,0.002973335,52.50536405,0.673064368,-0.000441905,0.808812442,1.640939064,0.000741478,0.849603479,0.486163368,1.0,1.786193255,-0.010226969,0.790359517,0.526547,1.0,2.237202512,0.137995049,1.471056104,0.650968075,-1.0,0.542559522,-0.061873894,0.584599793,0.182575881,0.522260109,0.441505687,0.040211489,0.196098229,0.122030317,-22.30812743,-15.96609999,41.17798269,0.005917414,0.025138628,0.226686588,0.758055266,0.620972367,-0.0045912075,0.0595800695,0.02216457999999999,-0.016610991000000075,-0.0026083574999999997
FS100098,Maize,0,1.72,1.72,0.74,18/09/2019,19/09/2019,74.26,2019,26,0.0,0.0,0.0,0.0,0.0,8,0.527944444,0.441,0.61,9.18523941,1.538241141,17.29039481,0.020726857,46.44364408,0.626532328,-0.000245151,0.78480661,0.856100864,0.031262738,1.122236039,0.269237386,0.817840767,0.868754649,0.02298285,1.114886957,0.272506719,1.0,1.348798796,0.12764059,1.553962588,0.405417025,0.25751073,0.354946354,-0.015639374,0.816151738,0.130720392,0.231829713,0.202216894,0.028632426,0.125978274,0.0558919,-22.87252961,-16.06473713,41.18236172,0.005253862,0.024645121,0.211042488,0.695673196,0.652163402,-0.05423149549999999,-0.006001458000000015,0.06815813999999998,-0.19620954999999998,0.0076303149999999995
FS100098,Maize,0,1.72,1.72,0.74,18/09/2019,19/09/2019,74.26,2019,27,0.0,0.0,0.0,0.0,0.0,8,0.499444444,0.412,0.586,10.78415406,2.164542498,20.44519741,0.006444205,46.55097173,0.620616731,-0.000264217,0.839868262,0.960603552,0.029932223,1.040622095,0.29812149,0.926661504,0.979983738,0.022993257,1.0252006,0.303584975,1.0,1.501601854,0.133134335,1.493047237,0.447651148,0.272318454,0.367976789,-0.007647323,0.73759073,0.134321943,0.219145853,0.212647635,0.027885669,0.133018675,0.058774913,-23.13361037,-16.44118511,41.17847391,0.004938971,0.022697658,0.20289417,0.694389813,0.652805094,0.028884103999999966,0.055061652000000016,-0.08161394399999988,0.10450268800000007,-0.0013305149999999974
FS100098,Maize,0,1.72,1.72,0.74,18/09/2019,19/09/2019,74.26,2019,29,0.0,0.0,0.0,0.0,0.0,8,0.469703704,0.383,0.562,10.35661659,2.147925677,19.35869751,0.008177047,38.06070858,0.610113326,-0.000227363,0.8052676,0.949953556,0.035560642,1.015461302,0.295177876,0.853318646,0.965028913,0.029794631,1.001564935,0.299704003,1.0,1.587341959,0.127932429,1.55546999,0.471349359,0.256340629,0.341561201,0.001696353,0.647809207,0.127020791,0.218730256,0.227673452,0.025268398,0.152836154,0.062927985,-23.87489735,-16.55847243,41.17798588,0.004090351,0.022221927,0.179435428,0.633035377,0.683482312,-0.0014718069999999916,-0.017300331000000002,-0.01258039649999998,-0.005324998000000025,0.0028142095000000013
FS100098,Maize,0,1.72,1.72,0.74,18/09/2019,19/09/2019,74.26,2019,32,2.673735142,6.920255661,2.673735142,2.673735142,0.0,8,0.429351852,0.342,0.528,15.52979586,7.623138864,24.72479292,0.391278043,37.30722368,0.598895209,-0.000250775,0.687369675,0.794330567,0.042332175,1.108469785,0.252164336,0.681740202,0.78649436,0.037363013,1.111771192,0.248757642,1.0,1.316945254,0.10503418,1.608047724,0.396612853,0.279015695,0.333471601,0.012805588,0.748730958,0.124784857,0.196288841,0.180957429,0.019013969,0.164005415,0.050015873,-22.12206508,-15.56281093,41.18871706,0.006239825,0.027584247,0.210727968,0.709125378,0.645437311,-0.014337846666666673,-0.03929930833333332,0.03100282766666666,-0.05187432966666664,0.0022571776666666654
FS100098,Maize,0,1.72,1.72,0.74,18/09/2019,19/09/2019,74.26,2019,36,0.0,0.0,0.0,0.0,0.0,8,0.366037037,0.284,0.463,17.2421635,7.511150251,25.94498378,0.00257194,27.58878522,0.586907795,-0.000249678,0.628140685,0.838236965,0.071245994,1.003269322,0.26429988,0.614852675,0.841301036,0.068055552,0.982227331,0.264806422,1.0,1.309154897,0.143909171,1.535997152,0.394459605,0.230552806,0.32552492,0.038620174,0.674393535,0.122588426,0.184618847,0.201454381,0.016083516,0.170340325,0.055681145,-21.61976442,-15.43653864,41.17848051,0.006713441,0.028544453,0.233235508,0.741930604,0.629034698,0.0030338859999999995,-0.01480724750000001,-0.02630011575000002,0.01097659949999999,0.007228454750000002
FS100098,Maize,0,1.72,1.72,0.74,18/09/2019,19/09/2019,74.26,2019,38,0.0,0.0,0.0,0.0,0.0,8,0.378888889,0.311,0.474,17.86132011,9.962995693,25.94033857,0.010296667,26.95737494,0.57840974,-0.000208424,0.517516038,0.689257035,0.071127321,1.077991919,0.223122453,0.513315048,0.693330121,0.06959111,1.052493995,0.225098884,0.906229831,0.963800581,0.121997148,1.516909003,0.299005121,0.249799789,0.338976176,0.036659837,0.852518976,0.126306295,0.116130456,0.124401842,0.012803937,0.139247063,0.034384146,-21.37722927,-15.06626384,41.18188863,0.007191783,0.03101458,0.226590065,0.742425849,0.628787076,-0.020588713499999994,-0.05531232349999998,0.03736129850000003,-0.07448996499999999,-5.9336500000006787e-05
FS100098,Maize,0,1.72,1.72,0.74,18/09/2019,19/09/2019,74.26,2019,39,0.0,0.0,0.0,0.0,0.0,8,0.368796296,0.315,0.465,18.87633177,10.41594849,26.7174033,0.603239956,26.06153507,0.577634902,-0.000193991,0.428665476,0.663338873,0.094654527,1.071271283,0.215958782,0.41928961,0.654468512,0.094437975,1.040944353,0.213429201,0.790393911,0.991289048,0.15319024,1.499505758,0.306602836,0.238618975,0.380645256,0.050167225,0.865536451,0.137823448,0.088183369,0.113434175,0.015557405,0.128961488,0.03135273,-22.62472748,-15.82320337,41.18382732,0.005244719,0.025867711,0.203080682,0.663288987,0.668355506,-0.00716367100000001,-0.08885056200000002,-0.0067206360000000576,-0.025918161999999967,0.02352720600000001
FS100098,Maize,0,1.72,1.72,0.74,18/09/2019,19/09/2019,74.26,2019,41,2.827752113,7.318887823,2.827752113,2.827752113,0.0,8,0.349018519,0.301,0.449,25.74945811,16.7431754,33.16371416,0.046698201,23.09747952,0.570573262,-0.000227183,0.369005538,0.5501832,0.084802922,1.186054839,0.18468303,0.364899737,0.55269383,0.08422031,1.154380619,0.185110689,1.0,0.960955725,0.135514021,1.570650339,0.298218817,0.221299742,0.356099678,0.03427846,0.992641032,0.131039158,0.065039377,0.078410098,0.015165422,0.123748827,0.021672222,-23.56363018,-15.6814152,41.17993766,0.004327327,0.026600506,0.163850279,0.554315868,0.722842066,-0.015637875999999995,-0.029829968999999984,0.05739177800000006,-0.056577836500000034,-0.0049258025
FS100098,Maize,0,1.72,1.72,0.74,18/09/2019,19/09/2019,74.26,2019,43,0.0,0.0,0.0,0.0,0.0,8,0.335203704,0.294,0.441,20.52387072,11.49315796,28.81572658,1.268273693,22.37875753,0.56700216,-0.000130873,0.315655761,0.502699418,0.106553923,1.254739631,0.171558712,0.313593705,0.502779215,0.107129261,1.229513679,0.171590973,0.624768907,0.773856922,0.154435322,1.544064045,0.246505499,0.210689628,0.347066438,0.06052677,1.102241039,0.128542408,0.044945496,0.058085861,0.014754049,0.098964071,0.016054688,-24.86951153,-15.93712869,41.18040643,0.003234088,0.025637793,0.109205093,0.445493773,0.777253113,-0.006562158999999998,-0.02667488850000002,0.034342396,-0.023741891000000015,0.010875500499999996
FS100098,Maize,0,1.72,1.72,0.74,18/09/2019,19/09/2019,74.26,2019,48,0.0,0.0,0.0,0.0,0.0,8,0.309814815,0.284,0.414,21.06358599,16.41279428,25.79928632,39.04624879,58.35814842,0.720753079,-0.000584321,0.26112253,0.350151654,0.098211982,1.643910121,0.12939515,0.259818504,0.349648036,0.097431631,1.649577282,0.128470312,0.999661419,0.920361604,0.156786039,1.739826798,0.286998779,0.198342214,0.310190439,0.034171987,1.254161358,0.118350036,0.047294226,0.042659549,0.015868534,0.052653762,0.01179092,-19.06721195,-10.43967646,41.17994593,0.012575618,0.090818447,0.132347475,0.493025867,0.753487066,-0.008432712400000004,-0.010906646199999991,0.07783409799999999,-0.030509552799999996,-0.0016683881999999984
FS101335,Maize,0,2.12,2.36,1.38,25/06/2020,30/06/2020,93.08,2020,6,50.73597564,88.14132238,57.31302214,49.10560918,3.869011572,6,0.714176471,0.65,0.755,22.47096523,16.44574236,28.30807539,10.0694714,61.39579275,0.769475937,-0.002076434,0.869043757,1.621115809,0.077567585,0.774963945,0.480684303,1.0,1.650790867,0.076565806,0.767742202,0.490431795,1.0,2.521235789,0.160939097,1.104714274,0.72947371,-1.0,0.448658968,-0.005272408,0.47261107,0.156622157,0.463396603,0.372868113,0.027351458,0.115501747,0.10305918,-16.81127982,-10.05908431,40.90172745,0.020714269,0.098709736,0.20717603,0.694644324,0.652677838,0.04086477266666666,-0.0037123876666666686,-0.0890596296666667,0.14784874733333334,-0.0069388950000000005
FS101335,Maize,0,2.12,2.36,1.38,25/06/2020,30/06/2020,93.08,2020,8,12.63718568,21.95401276,15.39560986,11.95340729,1.622669852,6,0.728647059,0.69,0.764,20.50265528,15.34597822,25.80706177,22.72405132,67.89175095,0.813611258,-0.001687627,0.843933513,1.658122263,0.0529754,0.815122957,0.490912734,1.0,1.684070505,0.050251763,0.814803869,0.497800403,1.0,2.446514416,0.167257488,1.133624434,0.708820999,-1.0,0.550936875,-0.01126408,0.524557292,0.184891343,0.512572359,0.331271133,0.031208552,0.101392611,0.091561951,-16.31070519,-8.818009396,40.90270576,0.023185636,0.130688937,0.175168684,0.600880242,0.699559879,0.005114215500000019,-0.01255512200000003,0.020079506000000025,0.018503227000000066,-0.012296092499999998
FS101335,Maize,0,2.12,2.36,1.38,25/06/2020,30/06/2020,93.08,2020,10,0.67785412,1.177605393,3.412379265,0.0,1.608611012,6,0.723147059,0.702,0.741,20.68180709,14.55935713,27.12248492,20.51881284,63.54486126,0.774872734,-0.00171421,0.496371454,1.46804765,0.034744284,0.968753526,0.438376907,1.0,1.486192799,0.029845104,0.974860802,0.442777676,1.0,2.174069088,0.137573838,1.271188617,0.633518279,-1.0,0.596361663,-0.020288851,0.618717849,0.19744657,0.739132125,0.26118966,0.029519007,0.106950714,0.072191725,-17.4298677,-9.280161654,40.90905588,0.017798021,0.11834188,0.160632507,0.555461285,0.722269357,-0.026267913500000017,-0.1737810295,0.07681528449999997,-0.09503730650000008,-0.009115558
